target,source,year,size,count,date
United Kingdom,Switzerland,2002,637.518,7,31/12/2002
United Kingdom,Switzerland,2003,1189.956,9,31/12/2003
United Kingdom,Switzerland,2004,1056.28,6,31/12/2004
United Kingdom,Switzerland,2005,3524.789,6,31/12/2005
United Kingdom,Switzerland,2006,1055.05,8,31/12/2006
United Kingdom,Switzerland,2007,9826.155,8,31/12/2007
United Kingdom,Switzerland,2008,4824.12,6,31/12/2008
United Kingdom,Switzerland,2009,30532.07,4,31/12/2009
United Kingdom,Switzerland,2010,1710.5,5,31/12/2010
United Kingdom,Switzerland,2011,850.496,2,31/12/2011
United Kingdom,Switzerland,2012,64.851,3,31/12/2012
United Kingdom,Switzerland,2013,207.151,2,31/12/2013
United Kingdom,Switzerland,2014,16455.77,5,31/12/2014
United States,Switzerland,1984,155,2,31/12/1984
United States,Switzerland,1985,295,3,31/12/1985
United States,Switzerland,1986,1072,3,31/12/1986
United States,Switzerland,1987,366.8,7,31/12/1987
United States,Switzerland,1988,1113,6,31/12/1988
United States,Switzerland,1989,1195,3,31/12/1989
United States,Switzerland,1990,2730.79,11,31/12/1990
United States,Switzerland,1991,958.2,10,31/12/1991
United States,Switzerland,1992,167.8,3,31/12/1992
United States,Switzerland,1993,325.4,7,31/12/1993
United States,Switzerland,1994,1974.8,7,31/12/1994
United States,Switzerland,1995,2293.35,7,31/12/1995
United States,Switzerland,1996,887.3,4,31/12/1996
United States,Switzerland,1997,5317.6,14,31/12/1997
United States,Switzerland,1998,2810.921,15,31/12/1998
United States,Switzerland,1999,10625.05,18,31/12/1999
United States,Switzerland,2000,13556.88,25,31/12/2000
United States,Switzerland,2001,13834,11,31/12/2001
United States,Switzerland,2002,5599.763,11,31/12/2002
United States,Switzerland,2003,4474.388,13,31/12/2003
United States,Switzerland,2004,1689.061,9,31/12/2004
United States,Switzerland,2005,26547.69,16,31/12/2005
United States,Switzerland,2006,4117.857,16,31/12/2006
United States,Switzerland,2007,29681.99,24,31/12/2007
United States,Switzerland,2008,1368.15,12,31/12/2008
United States,Switzerland,2009,4722.455,18,31/12/2009
United States,Switzerland,2010,13059.92,15,31/12/2010
United States,Switzerland,2011,4499.434,10,31/12/2011
United States,Switzerland,2012,22508.62,11,31/12/2012
United States,Switzerland,2013,2867.499,8,31/12/2013
United States,Switzerland,2014,12261.61,16,31/12/2014
Uruguay,Switzerland,2011,672,1,31/12/2011
Zambia,Switzerland,2003,55.776,1,31/12/2003
Zambia,Switzerland,2011,33.658,1,31/12/2011
Argentina,Thailand,2000,30.7,1,31/12/2000
Australia,Thailand,2007,24.046,2,31/12/2007
Australia,Thailand,2008,467.888,2,31/12/2008
Australia,Thailand,2009,67.224,3,31/12/2009
Australia,Thailand,2011,228.545,2,31/12/2011
Australia,Thailand,2012,9.911,1,31/12/2012
Australia,Thailand,2013,105.952,1,31/12/2013
Australia,Thailand,2014,5.331,1,31/12/2014
Bangladesh,Thailand,2005,4.2,1,31/12/2005
Belgium,Thailand,2014,12.243,1,31/12/2014
Botswana,Thailand,2014,64.086,1,31/12/2014
Cambodia,Thailand,2006,0.524,1,31/12/2006
Cambodia,Thailand,2007,0.5,1,31/12/2007
Cambodia,Thailand,2012,0.5,1,31/12/2012
Canada,Thailand,1996,7.34,1,31/12/1996
Canada,Thailand,2006,49.144,1,31/12/2006
Canada,Thailand,2007,94.951,1,31/12/2007
Canada,Thailand,2008,132.443,1,31/12/2008
China,Thailand,1993,20,1,31/12/1993
China,Thailand,1998,1.037,1,31/12/1998
China,Thailand,2002,0.95,1,31/12/2002
China,Thailand,2003,0.2,1,31/12/2003
China,Thailand,2004,2.05,1,31/12/2004
China,Thailand,2005,127.936,2,31/12/2005
China,Thailand,2008,432.838,1,31/12/2008
China,Thailand,2009,61.066,2,31/12/2009
China,Thailand,2011,3.153,2,31/12/2011
China,Thailand,2012,9.779,1,31/12/2012
China,Thailand,2014,135.468,3,31/12/2014
Denmark,Thailand,1992,80,1,31/12/1992
France,Thailand,1992,1.214,1,31/12/1992
France,Thailand,1996,0.326,1,31/12/1996
France,Thailand,2010,884.15,1,31/12/2010
France,Thailand,2011,155.366,1,31/12/2011
France,Thailand,2013,23.968,1,31/12/2013
Germany,Thailand,2007,0.034,1,31/12/2007
India,Thailand,2004,13.254,1,31/12/2004
India,Thailand,2005,7.444,1,31/12/2005
Indonesia,Thailand,1994,6.122,1,31/12/1994
Indonesia,Thailand,1995,5.625,1,31/12/1995
Indonesia,Thailand,1997,97,1,31/12/1997
Indonesia,Thailand,2001,26.025,2,31/12/2001
Indonesia,Thailand,2002,0.03,1,31/12/2002
Indonesia,Thailand,2004,12.515,2,31/12/2004
Indonesia,Thailand,2005,5.3,1,31/12/2005
Indonesia,Thailand,2006,4.055,1,31/12/2006
Indonesia,Thailand,2007,0.2,1,31/12/2007
Indonesia,Thailand,2008,156.777,4,31/12/2008
Indonesia,Thailand,2010,27.329,4,31/12/2010
Indonesia,Thailand,2011,156.138,5,31/12/2011
Indonesia,Thailand,2012,294.655,4,31/12/2012
Indonesia,Thailand,2013,12.469,1,31/12/2013
Italy,Thailand,2011,372.493,1,31/12/2011
Italy,Thailand,2012,159.646,1,31/12/2012
Japan,Thailand,1994,0.964,1,31/12/1994
Japan,Thailand,2012,1.308,1,31/12/2012
Japan,Thailand,2014,15.143,1,31/12/2014
Malaysia,Thailand,2005,4.807,1,31/12/2005
Malaysia,Thailand,2006,2.499,2,31/12/2006
Malaysia,Thailand,2008,157.757,2,31/12/2008
Malaysia,Thailand,2009,1.882,1,31/12/2009
Malaysia,Thailand,2010,221.7,1,31/12/2010
Malaysia,Thailand,2012,11.874,2,31/12/2012
Netherlands,Thailand,2007,40.1,1,31/12/2007
New Zealand,Thailand,1993,8.132,1,31/12/1993
New Zealand,Thailand,2005,37.144,1,31/12/2005
New Zealand,Thailand,2007,20,1,31/12/2007
New Zealand,Thailand,2009,4.12,1,31/12/2009
Norway,Thailand,2009,11.221,2,31/12/2009
Philippines,Thailand,1995,23.324,1,31/12/1995
Philippines,Thailand,2000,120,1,31/12/2000
Philippines,Thailand,2003,5.192,1,31/12/2003
Philippines,Thailand,2004,1.78,1,31/12/2004
Philippines,Thailand,2006,4.476,1,31/12/2006
Philippines,Thailand,2008,126.742,2,31/12/2008
Philippines,Thailand,2010,215,1,31/12/2010
Philippines,Thailand,2012,4.888,1,31/12/2012
Philippines,Thailand,2014,112.196,3,31/12/2014
Poland,Thailand,2010,45,1,31/12/2010
Seychelles,Thailand,2010,7.5,1,31/12/2010
Singapore,Thailand,1993,10.679,2,31/12/1993
Singapore,Thailand,2004,75.434,1,31/12/2004
Singapore,Thailand,2005,14.058,2,31/12/2005
Singapore,Thailand,2006,9.74,1,31/12/2006
Singapore,Thailand,2007,81.571,3,31/12/2007
Singapore,Thailand,2008,36.617,2,31/12/2008
Singapore,Thailand,2010,17.679,5,31/12/2010
Singapore,Thailand,2014,6.029,2,31/12/2014
Sri Lanka,Thailand,2010,11.615,1,31/12/2010
Togo,Thailand,2003,8.03,1,31/12/2003
Turkey,Thailand,2003,22,1,31/12/2003
Turkey,Thailand,2012,7.595,1,31/12/2012
Turkey,Thailand,2014,62,1,31/12/2014
United Kingdom,Thailand,1990,20,1,31/12/1990
United Kingdom,Thailand,1995,130.529,2,31/12/1995
United Kingdom,Thailand,1999,52.767,1,31/12/1999
United Kingdom,Thailand,2001,81.379,1,31/12/2001
United Kingdom,Thailand,2007,330.001,1,31/12/2007
United Kingdom,Thailand,2010,469.001,1,31/12/2010
United Kingdom,Thailand,2011,0.032,1,31/12/2011
United States,Thailand,1989,269,1,31/12/1989
United States,Thailand,1990,53,2,31/12/1990
United States,Thailand,1992,250,1,31/12/1992
United States,Thailand,1995,38.975,1,31/12/1995
United States,Thailand,1997,105.173,2,31/12/1997
United States,Thailand,1998,13,1,31/12/1998
United States,Thailand,2001,388.12,2,31/12/2001
United States,Thailand,2005,1.015,1,31/12/2005
United States,Thailand,2006,3,1,31/12/2006
United States,Thailand,2010,425,2,31/12/2010
United States,Thailand,2011,150,1,31/12/2011
United States,Thailand,2012,795,1,31/12/2012
United States,Thailand,2014,1650,2,31/12/2014
Vietnam,Thailand,1997,0.622,1,31/12/1997
Vietnam,Thailand,2000,4.55,1,31/12/2000
Vietnam,Thailand,2003,13.249,2,31/12/2003
Vietnam,Thailand,2004,1.4,1,31/12/2004
Vietnam,Thailand,2007,3.61,1,31/12/2007
Vietnam,Thailand,2009,23.214,1,31/12/2009
Vietnam,Thailand,2010,1.766,1,31/12/2010
Vietnam,Thailand,2011,20.924,1,31/12/2011
Vietnam,Thailand,2012,235.633,3,31/12/2012
Vietnam,Thailand,2013,16,1,31/12/2013
Vietnam,Thailand,2014,875.201,1,31/12/2014
Ethiopia,Togo,2014,2.224,1,31/12/2014
Nigeria,Togo,2011,352.55,1,31/12/2011
Spain,Tunisia,2009,3.352,1,31/12/2009
Spain,Tunisia,2010,1.753,1,31/12/2010
Australia,Turkey,2005,44.8,1,31/12/2005
Bulgaria,Turkey,1998,2.1,1,31/12/1998
Bulgaria,Turkey,1999,0.173,1,31/12/1999
Canada,Turkey,2012,11.341,1,31/12/2012
Colombia,Turkey,2013,125,1,31/12/2013
Cyprus,Turkey,1990,12.672,1,31/12/1990
Cyprus,Turkey,2009,70.28,1,31/12/2009
Cyprus,Turkey,2011,9.715,1,31/12/2011
Denmark,Turkey,2011,1.347,1,31/12/2011
Ethiopia,Turkey,2013,5.652,1,31/12/2013
France,Turkey,2010,11.629,1,31/12/2010
Germany,Turkey,1996,16.941,1,31/12/1996
Germany,Turkey,2002,0.33,1,31/12/2002
Germany,Turkey,2007,50.316,1,31/12/2007
Germany,Turkey,2008,144.384,4,31/12/2008
Germany,Turkey,2013,3.9,1,31/12/2013
Germany,Turkey,2014,2.081,1,31/12/2014
Greece,Turkey,2013,11.623,1,31/12/2013
Hungary,Turkey,1998,0.561,1,31/12/1998
Hungary,Turkey,1999,7.2,1,31/12/1999
Hungary,Turkey,2006,51.827,1,31/12/2006
Indonesia,Turkey,2006,50.7,1,31/12/2006
Iraq,Turkey,2011,36.9,1,31/12/2011
Iraq,Turkey,2012,133.75,1,31/12/2012
Israel,Turkey,1995,18.832,1,31/12/1995
Israel,Turkey,2008,12,1,31/12/2008
Italy,Turkey,1998,1.56,1,31/12/1998
Italy,Turkey,2012,6.283,1,31/12/2012
Jordan,Turkey,2005,6.36,1,31/12/2005
Latvia,Turkey,2010,4.418,1,31/12/2010
Netherlands,Turkey,1996,245.002,1,31/12/1996
Netherlands,Turkey,2005,19,1,31/12/2005
Netherlands,Turkey,2006,581.471,2,31/12/2006
Netherlands,Turkey,2010,65.046,1,31/12/2010
Romania,Turkey,2001,95,1,31/12/2001
Romania,Turkey,2002,20,1,31/12/2002
Russian Fed,Turkey,2006,629,2,31/12/2006
Russian Fed,Turkey,2010,40,1,31/12/2010
Russian Fed,Turkey,2011,1582.227,1,31/12/2011
Russian Fed,Turkey,2012,15,1,31/12/2012
Russian Fed,Turkey,2013,425,1,31/12/2013
South Africa,Turkey,2011,331.488,1,31/12/2011
Turkmenistan,Turkey,2008,2,1,31/12/2008
Ukraine,Turkey,2010,44.181,1,31/12/2010
United Kingdom,Turkey,1989,1.572,1,31/12/1989
United Kingdom,Turkey,1990,47.063,1,31/12/1990
United Kingdom,Turkey,2001,0.713,1,31/12/2001
United Kingdom,Turkey,2002,7.667,1,31/12/2002
United Kingdom,Turkey,2005,60.093,1,31/12/2005
United States,Turkey,1990,29,1,31/12/1990
United States,Turkey,1991,28.1,1,31/12/1991
United States,Turkey,2003,6.75,1,31/12/2003
United States,Turkey,2005,110,1,31/12/2005
United States,Turkey,2006,215,1,31/12/2006
United States,Turkey,2007,926.968,3,31/12/2007
United States,Turkey,2013,221,1,31/12/2013
Norway,Tuvalu,2008,42.636,1,31/12/2008
Canada,Ukraine,2002,8.429,1,31/12/2002
Canada,Ukraine,2007,2.619,1,31/12/2007
Canada,Ukraine,2008,3.404,2,31/12/2008
Canada,Ukraine,2009,5.277,1,31/12/2009
Canada,Ukraine,2010,5.004,2,31/12/2010
Canada,Ukraine,2011,7.46,3,31/12/2011
Czech Republic,Ukraine,2011,27.532,1,31/12/2011
Estonia,Ukraine,2011,8.626,1,31/12/2011
France,Ukraine,2006,24.732,1,31/12/2006
Georgia,Ukraine,2007,25,1,31/12/2007
Hungary,Ukraine,2003,2.221,1,31/12/2003
Italy,Ukraine,2006,154.592,1,31/12/2006
Lithuania,Ukraine,2006,2.544,1,31/12/2006
Malaysia,Ukraine,2013,597.312,1,31/12/2013
Mozambique,Ukraine,2010,35,1,31/12/2010
Mozambique,Ukraine,2011,42,1,31/12/2011
Poland,Ukraine,2003,3,1,31/12/2003
Russian Fed,Ukraine,2008,1,2,31/12/2008
Russian Fed,Ukraine,2011,60,1,31/12/2011
Russian Fed,Ukraine,2012,269.875,2,31/12/2012
Sweden,Ukraine,2011,2.353,1,31/12/2011
United States,Ukraine,2006,20,1,31/12/2006
United States,Ukraine,2008,32.26,2,31/12/2008
United States,Ukraine,2009,0.06,1,31/12/2009
United States,Ukraine,2011,24.9,1,31/12/2011
Argentina,United Kingdom,1992,1.858,1,31/12/1992
Argentina,United Kingdom,1994,17.686,2,31/12/1994
Argentina,United Kingdom,1996,442.652,2,31/12/1996
Argentina,United Kingdom,1997,772.614,4,31/12/1997
Argentina,United Kingdom,1998,119,4,31/12/1998
Argentina,United Kingdom,1999,35.423,3,31/12/1999
Argentina,United Kingdom,2000,24.5,2,31/12/2000
Argentina,United Kingdom,2001,65.499,2,31/12/2001
Argentina,United Kingdom,2002,91.5,2,31/12/2002
Argentina,United Kingdom,2003,22.964,1,31/12/2003
Argentina,United Kingdom,2004,7.012,2,31/12/2004
Argentina,United Kingdom,2005,6,1,31/12/2005
Argentina,United Kingdom,2006,155,1,31/12/2006
Argentina,United Kingdom,2007,135.84,3,31/12/2007
Argentina,United Kingdom,2008,83,1,31/12/2008
Argentina,United Kingdom,2009,1.423,1,31/12/2009
Argentina,United Kingdom,2010,277.803,5,31/12/2010
Argentina,United Kingdom,2011,6.036,3,31/12/2011
Argentina,United Kingdom,2012,20,1,31/12/2012
Australia,United Kingdom,1986,88.708,4,31/12/1986
Australia,United Kingdom,1987,866.612,10,31/12/1987
Australia,United Kingdom,1988,2064.172,30,31/12/1988
Australia,United Kingdom,1989,2334.317,20,31/12/1989
Australia,United Kingdom,1990,471.315,23,31/12/1990
Australia,United Kingdom,1991,39.96,7,31/12/1991
Australia,United Kingdom,1992,863.253,8,31/12/1992
Australia,United Kingdom,1993,124.756,10,31/12/1993
Australia,United Kingdom,1994,143.524,7,31/12/1994
Australia,United Kingdom,1995,5119.527,20,31/12/1995
Australia,United Kingdom,1996,493.491,19,31/12/1996
Australia,United Kingdom,1997,1461.594,23,31/12/1997
Australia,United Kingdom,1998,1263.489,46,31/12/1998
Australia,United Kingdom,1999,915.142,29,31/12/1999
Australia,United Kingdom,2000,6664.151,34,31/12/2000
Australia,United Kingdom,2001,977.381,24,31/12/2001
Australia,United Kingdom,2002,104.735,14,31/12/2002
Australia,United Kingdom,2003,926.631,13,31/12/2003
Australia,United Kingdom,2004,4105.23,27,31/12/2004
Australia,United Kingdom,2005,1153.61,34,31/12/2005
Australia,United Kingdom,2006,1663.45,33,31/12/2006
Australia,United Kingdom,2007,4703.522,34,31/12/2007
Australia,United Kingdom,2008,2241.324,30,31/12/2008
Australia,United Kingdom,2009,2780.4,15,31/12/2009
Australia,United Kingdom,2010,1089.102,27,31/12/2010
Australia,United Kingdom,2011,11309.71,17,31/12/2011
Australia,United Kingdom,2012,1214.23,13,31/12/2012
Australia,United Kingdom,2013,1718.167,17,31/12/2013
Australia,United Kingdom,2014,733.355,12,31/12/2014
Austria,United Kingdom,1989,8.309,2,31/12/1989
Austria,United Kingdom,1990,40.971,2,31/12/1990
Austria,United Kingdom,1991,1.259,1,31/12/1991
Austria,United Kingdom,1993,38.526,1,31/12/1993
Austria,United Kingdom,1994,83.586,1,31/12/1994
Austria,United Kingdom,1996,25.316,4,31/12/1996
Austria,United Kingdom,1997,17.94,2,31/12/1997
Austria,United Kingdom,1998,5.048,1,31/12/1998
Austria,United Kingdom,1999,34.296,3,31/12/1999
Austria,United Kingdom,2000,84.359,3,31/12/2000
Austria,United Kingdom,2001,34.672,2,31/12/2001
Austria,United Kingdom,2002,119.826,1,31/12/2002
Austria,United Kingdom,2003,427.368,1,31/12/2003
Austria,United Kingdom,2004,88.964,1,31/12/2004
Austria,United Kingdom,2005,586.778,4,31/12/2005
Austria,United Kingdom,2006,309.539,1,31/12/2006
Austria,United Kingdom,2008,12.346,2,31/12/2008
Austria,United Kingdom,2010,74.109,1,31/12/2010
Austria,United Kingdom,2012,16.554,1,31/12/2012
Austria,United Kingdom,2013,77.468,2,31/12/2013
Bahamas,United Kingdom,1995,1.5,1,31/12/1995
Bahamas,United Kingdom,1997,10,1,31/12/1997
Bahamas,United Kingdom,2001,4.286,1,31/12/2001
Bahamas,United Kingdom,2014,3091.993,2,31/12/2014
Bahrain,United Kingdom,1998,28.724,1,31/12/1998
Bahrain,United Kingdom,1999,125.069,1,31/12/1999
Bahrain,United Kingdom,2001,2.042,1,31/12/2001
Bahrain,United Kingdom,2008,71.632,1,31/12/2008
Bahrain,United Kingdom,2010,49.35,1,31/12/2010
Bangladesh,United Kingdom,2003,512,2,31/12/2003
Bangladesh,United Kingdom,2005,24.5,1,31/12/2005
Barbados,United Kingdom,1990,189,1,31/12/1990
Barbados,United Kingdom,1994,4.012,1,31/12/1994
Barbados,United Kingdom,1995,2.287,1,31/12/1995
Barbados,United Kingdom,2013,2.043,1,31/12/2013
Belgium,United Kingdom,1987,205.836,5,31/12/1987
Belgium,United Kingdom,1988,410.347,13,31/12/1988
Belgium,United Kingdom,1989,73.543,9,31/12/1989
Belgium,United Kingdom,1990,52.865,7,31/12/1990
Belgium,United Kingdom,1991,49.818,5,31/12/1991
Belgium,United Kingdom,1992,53.449,6,31/12/1992
Belgium,United Kingdom,1993,39.974,6,31/12/1993
Belgium,United Kingdom,1994,121.002,5,31/12/1994
Belgium,United Kingdom,1995,184.375,8,31/12/1995
Belgium,United Kingdom,1996,288.852,4,31/12/1996
Belgium,United Kingdom,1997,106.993,4,31/12/1997
Belgium,United Kingdom,1998,304.602,9,31/12/1998
Belgium,United Kingdom,1999,58.469,8,31/12/1999
Belgium,United Kingdom,2000,129.707,8,31/12/2000
Belgium,United Kingdom,2001,191.991,4,31/12/2001
Belgium,United Kingdom,2002,120.959,4,31/12/2002
Belgium,United Kingdom,2003,120.111,9,31/12/2003
Belgium,United Kingdom,2004,510.887,1,31/12/2004
Belgium,United Kingdom,2005,382.649,4,31/12/2005
Belgium,United Kingdom,2006,153.2,9,31/12/2006
Belgium,United Kingdom,2007,502.818,10,31/12/2007
Belgium,United Kingdom,2008,1217.152,3,31/12/2008
Belgium,United Kingdom,2011,240.772,6,31/12/2011
Belgium,United Kingdom,2012,11.893,2,31/12/2012
Belgium,United Kingdom,2013,6.634,1,31/12/2013
Belgium,United Kingdom,2014,78.559,1,31/12/2014
Botswana,United Kingdom,2006,57.466,1,31/12/2006
Botswana,United Kingdom,2007,34,1,31/12/2007
Botswana,United Kingdom,2011,3.371,2,31/12/2011
Brazil,United Kingdom,1987,7.589,1,31/12/1987
Brazil,United Kingdom,1992,19.868,1,31/12/1992
Brazil,United Kingdom,1993,20,1,31/12/1993
Brazil,United Kingdom,1994,3.141,1,31/12/1994
Brazil,United Kingdom,1995,114.897,5,31/12/1995
Brazil,United Kingdom,1996,102.5,4,31/12/1996
Brazil,United Kingdom,1997,1271.368,9,31/12/1997
Brazil,United Kingdom,1998,19.776,3,31/12/1998
Brazil,United Kingdom,2000,201.59,4,31/12/2000
Brazil,United Kingdom,2001,27.416,2,31/12/2001
Brazil,United Kingdom,2002,4399.129,3,31/12/2002
Brazil,United Kingdom,2003,1302.63,5,31/12/2003
Brazil,United Kingdom,2004,192.196,6,31/12/2004
Brazil,United Kingdom,2007,1252.539,5,31/12/2007
Brazil,United Kingdom,2008,3872.793,6,31/12/2008
Brazil,United Kingdom,2009,28.724,1,31/12/2009
Brazil,United Kingdom,2010,836.732,3,31/12/2010
Brazil,United Kingdom,2011,786.878,5,31/12/2011
Brazil,United Kingdom,2012,1033.531,8,31/12/2012
Brazil,United Kingdom,2013,881.995,4,31/12/2013
Brazil,United Kingdom,2014,38.095,1,31/12/2014
Bulgaria,United Kingdom,1994,5.685,1,31/12/1994
Bulgaria,United Kingdom,1999,165,1,31/12/1999
Bulgaria,United Kingdom,2001,10.554,2,31/12/2001
Bulgaria,United Kingdom,2005,2.29,2,31/12/2005
Bulgaria,United Kingdom,2006,77.538,1,31/12/2006
Bulgaria,United Kingdom,2007,83.011,2,31/12/2007
Bulgaria,United Kingdom,2008,300.94,2,31/12/2008
Bulgaria,United Kingdom,2011,2.86,1,31/12/2011
Burkina Faso,United Kingdom,2012,30.556,1,31/12/2012
Burkina Faso,United Kingdom,2014,0.55,1,31/12/2014
Canada,United Kingdom,1985,310.707,2,31/12/1985
Canada,United Kingdom,1986,2571.714,7,31/12/1986
Canada,United Kingdom,1987,4928.173,7,31/12/1987
Canada,United Kingdom,1988,1323.886,27,31/12/1988
Canada,United Kingdom,1989,634.495,13,31/12/1989
Canada,United Kingdom,1990,424.995,12,31/12/1990
Canada,United Kingdom,1991,136.646,11,31/12/1991
Canada,United Kingdom,1992,618.823,13,31/12/1992
Canada,United Kingdom,1993,101.878,6,31/12/1993
Canada,United Kingdom,1994,369.612,11,31/12/1994
Canada,United Kingdom,1995,301.523,15,31/12/1995
Canada,United Kingdom,1996,85.766,6,31/12/1996
Canada,United Kingdom,1997,858.3,9,31/12/1997
Canada,United Kingdom,1998,483.99,20,31/12/1998
Canada,United Kingdom,1999,7645.978,13,31/12/1999
Canada,United Kingdom,2000,14168.55,22,31/12/2000
Canada,United Kingdom,2001,924.519,21,31/12/2001
Canada,United Kingdom,2002,976.358,16,31/12/2002
Canada,United Kingdom,2003,684.772,17,31/12/2003
Canada,United Kingdom,2004,1081.669,18,31/12/2004
Canada,United Kingdom,2005,2020.634,16,31/12/2005
Canada,United Kingdom,2006,1487.057,16,31/12/2006
Canada,United Kingdom,2007,463.232,16,31/12/2007
Canada,United Kingdom,2008,506.479,12,31/12/2008
Canada,United Kingdom,2009,253.97,10,31/12/2009
Canada,United Kingdom,2010,1905.689,13,31/12/2010
Canada,United Kingdom,2011,3458.316,13,31/12/2011
Canada,United Kingdom,2012,734.369,11,31/12/2012
Canada,United Kingdom,2013,1012.957,16,31/12/2013
Canada,United Kingdom,2014,307.362,13,31/12/2014
Chile,United Kingdom,1988,37.61,1,31/12/1988
Chile,United Kingdom,1989,59.157,2,31/12/1989
Chile,United Kingdom,1995,36,1,31/12/1995
Chile,United Kingdom,1996,101.9,1,31/12/1996
Chile,United Kingdom,1999,38.335,2,31/12/1999
Chile,United Kingdom,2000,190.301,2,31/12/2000
Chile,United Kingdom,2002,1420,1,31/12/2002
Chile,United Kingdom,2004,7.2,2,31/12/2004
Chile,United Kingdom,2005,119,1,31/12/2005
Chile,United Kingdom,2007,24.086,1,31/12/2007
Chile,United Kingdom,2008,25.5,2,31/12/2008
Chile,United Kingdom,2009,6,1,31/12/2009
Chile,United Kingdom,2011,17.287,2,31/12/2011
Chile,United Kingdom,2012,11.004,3,31/12/2012
Chile,United Kingdom,2013,0.264,2,31/12/2013
Chile,United Kingdom,2014,195.925,1,31/12/2014
China,United Kingdom,1992,240,1,31/12/1992
China,United Kingdom,1993,242.831,3,31/12/1993
China,United Kingdom,1994,1.036,1,31/12/1994
China,United Kingdom,1995,2.361,2,31/12/1995
China,United Kingdom,1996,13.9,1,31/12/1996
China,United Kingdom,1997,59.022,2,31/12/1997
China,United Kingdom,1999,30.192,2,31/12/1999
China,United Kingdom,2001,154.5,2,31/12/2001
China,United Kingdom,2002,17.358,3,31/12/2002
China,United Kingdom,2004,326.085,9,31/12/2004
China,United Kingdom,2005,271.182,10,31/12/2005
China,United Kingdom,2006,213.877,8,31/12/2006
China,United Kingdom,2007,157.34,10,31/12/2007
China,United Kingdom,2008,163.314,9,31/12/2008
China,United Kingdom,2009,145,1,31/12/2009
China,United Kingdom,2010,471.529,8,31/12/2010
China,United Kingdom,2011,339.781,4,31/12/2011
China,United Kingdom,2012,343.634,4,31/12/2012
China,United Kingdom,2013,115.001,3,31/12/2013
China,United Kingdom,2014,10.962,1,31/12/2014
Colombia,United Kingdom,1993,14.953,2,31/12/1993
Colombia,United Kingdom,1997,290,1,31/12/1997
Colombia,United Kingdom,1998,18,1,31/12/1998
Colombia,United Kingdom,2003,1.9,1,31/12/2003
Colombia,United Kingdom,2004,47,1,31/12/2004
Colombia,United Kingdom,2005,3501.609,1,31/12/2005
Colombia,United Kingdom,2006,64,2,31/12/2006
Colombia,United Kingdom,2008,4,1,31/12/2008
Colombia,United Kingdom,2010,44.52,1,31/12/2010
Colombia,United Kingdom,2011,730.454,4,31/12/2011
Colombia,United Kingdom,2012,1.023,1,31/12/2012
Colombia,United Kingdom,2013,10.025,1,31/12/2013
Colombia,United Kingdom,2014,64.597,1,31/12/2014
Costa Rica,United Kingdom,1990,2.641,1,31/12/1990
Costa Rica,United Kingdom,2000,14.544,1,31/12/2000
Costa Rica,United Kingdom,2004,313.998,1,31/12/2004
Costa Rica,United Kingdom,2005,58.553,1,31/12/2005
Costa Rica,United Kingdom,2010,4.669,1,31/12/2010
Costa Rica,United Kingdom,2011,4,2,31/12/2011
Croatia,United Kingdom,1999,7.97,1,31/12/1999
Croatia,United Kingdom,2000,2.25,1,31/12/2000
Croatia,United Kingdom,2006,59.474,2,31/12/2006
Croatia,United Kingdom,2007,77.222,1,31/12/2007
Cuba,United Kingdom,1995,1.9,1,31/12/1995
Cyprus,United Kingdom,2008,27.329,1,31/12/2008
Cyprus,United Kingdom,2009,26.842,1,31/12/2009
Cyprus,United Kingdom,2010,1.143,1,31/12/2010
Cyprus,United Kingdom,2011,0.972,1,31/12/2011
Cyprus,United Kingdom,2013,5.743,1,31/12/2013
Cyprus,United Kingdom,2014,20.117,2,31/12/2014
Czech Republic,United Kingdom,1996,164.067,3,31/12/1996
Czech Republic,United Kingdom,1997,3.549,1,31/12/1997
Czech Republic,United Kingdom,1998,52.675,5,31/12/1998
Czech Republic,United Kingdom,1999,331.43,3,31/12/1999
Czech Republic,United Kingdom,2000,1.081,1,31/12/2000
Czech Republic,United Kingdom,2001,44.582,2,31/12/2001
Czech Republic,United Kingdom,2002,128.88,1,31/12/2002
Czech Republic,United Kingdom,2003,110,1,31/12/2003
Czech Republic,United Kingdom,2005,4469.047,2,31/12/2005
Czech Republic,United Kingdom,2006,106.945,3,31/12/2006
Czech Republic,United Kingdom,2007,105.806,4,31/12/2007
Czech Republic,United Kingdom,2008,144.705,6,31/12/2008
Czech Republic,United Kingdom,2009,1.422,1,31/12/2009
Czech Republic,United Kingdom,2010,465.081,3,31/12/2010
Czech Republic,United Kingdom,2012,0.03,1,31/12/2012
Czech Republic,United Kingdom,2013,10.578,1,31/12/2013
Czech Republic,United Kingdom,2014,185.82,3,31/12/2014
Denmark,United Kingdom,1988,200.206,2,31/12/1988
Denmark,United Kingdom,1989,35.754,5,31/12/1989
Denmark,United Kingdom,1990,160.467,2,31/12/1990
Denmark,United Kingdom,1991,46.773,4,31/12/1991
Denmark,United Kingdom,1992,3.567,3,31/12/1992
Denmark,United Kingdom,1993,283.716,7,31/12/1993
Denmark,United Kingdom,1994,673.238,9,31/12/1994
Denmark,United Kingdom,1995,2.204,2,31/12/1995
Denmark,United Kingdom,1996,155.127,5,31/12/1996
